name,GMT_Formula,country,lat,long,timezone
"Canmore AB",GMT-07:00,Canada,51.08333206,-115.3333435,Mountain Standard Time
Ciudad Juarez,GMT-07:00,Mexico,31.73666573,-106.473053,Mountain Standard Time
"Colorado Springs CO",GMT-07:00,United States,38.83333206,-104.8166656,Mountain Standard Time
"Cranbrook BC",GMT-07:00,Canada,49.51805496,-115.7613907,Mountain Standard Time
"Denver CO",GMT-07:00,United States,39.75500107,-104.9880524,Mountain Standard Time
"Edmonton AB",GMT-07:00,Canada,53.54083252,-113.4936142,Mountain Standard Time
"El Paso TX",GMT-07:00,United States,31.76638794,-106.4830551,Mountain Standard Time
"Fort Defiance AZ",GMT-07:00,United States,35.74194336,-109.0666656,Mountain Standard Time
"Golden BC",GMT-07:00,Canada,51.29611206,-116.9630585,Mountain Standard Time
"Great Falls MT",GMT-07:00,United States,47.50027847,-111.3008347,Mountain Standard Time
"Helena MT",GMT-07:00,United States,46.59111023,-112.0205536,Mountain Standard Time
"Inuvik NT",GMT-07:00,Canada,68.35805511,-133.7236176,Mountain Standard Time
"Jasper AB",GMT-07:00,Canada,52.87916565,-118.0802765,Mountain Standard Time
"Red Deer AB",GMT-07:00,Canada,52.26805496,-113.8111115,Mountain Standard Time
"Rio Rancho NM",GMT-07:00,United States,35.28610992,-106.6705551,Mountain Standard Time
"Riverton UT",GMT-07:00,United States,40.52222061,-111.9388885,Mountain Standard Time
"Salt Lake City UT",GMT-07:00,United States,40.77166748,-111.8880539,Mountain Standard Time
"Santa Fe NM",GMT-07:00,United States,35.68166733,-105.9380569,Mountain Standard Time
"South Jordan UT",GMT-07:00,United States,40.56222153,-111.9297256,Mountain Standard Time
"Telluride CO",GMT-07:00,United States,37.9375,-107.8122253,Mountain Standard Time
"West Wendover NV",GMT-07:00,United States,40.73916626,-114.0733337,Mountain Standard Time
"Window Rock AZ",GMT-07:00,United States,35.67277908,-109.0622253,Mountain Standard Time
"Yellowknife NT",GMT-07:00,Canada,62.45527649,-114.3691635,Mountain Standard Time
"Abbotsford BC",GMT-08:00,Canada,49.06638718,-122.3000031,Pacific Standard Time
"Armstrong BC",GMT-08:00,Canada,50.44416809,-119.1961136,Pacific Standard Time
"Ashland OR",GMT-08:00,United States,42.18527603,-122.6980591,Pacific Standard Time
"Bellevue WA",GMT-08:00,United States,47.61055374,-122.1994476,Pacific Standard Time
"Burnaby BC",GMT-08:00,Canada,49.24888992,-122.9738922,Pacific Standard Time
"Cannon Beach OR",GMT-08:00,United States,45.88777924,-123.9627762,Pacific Standard Time
"Capitola CA",GMT-08:00,United States,36.97527695,-121.9522247,Pacific Standard Time
"Carson City NV",GMT-08:00,United States,39.16666794,-119.7666702,Pacific Standard Time
"Coos Bay OR",GMT-08:00,United States,43.36639023,-124.2177811,Pacific Standard Time
"Coquille OR",GMT-08:00,United States,43.17694473,-124.1875,Pacific Standard Time
"Cupertino CA",GMT-08:00,United States,37.53305435,-122.0500031,Pacific Standard Time
"DuPont WA",GMT-08:00,United States,47.0969429,-122.6299973,Pacific Standard Time
"Duvall WA",GMT-08:00,United States,47.74305725,-121.9858322,Pacific Standard Time
Ensenada,GMT-08:00,Mexico,31.86944389,-116.5936127,Pacific Standard Time
"Eugene OR",GMT-08:00,United States,44.04000092,-123.082222,Pacific Standard Time
"Florence OR",GMT-08:00,United States,43.98333359,-124.0999985,Pacific Standard Time
"Folsom CA",GMT-08:00,United States,38.67805481,-121.1750031,Pacific Standard Time
"Foster City CA",GMT-08:00,United States,37.55861282,-122.2711105,Pacific Standard Time
"Fremont CA",GMT-08:00,United States,37.54999924,-121.9833298,Pacific Standard Time
"Gig Harbor WA",GMT-08:00,United States,47.32694626,-122.5955582,Pacific Standard Time
"Hillsboro OR",GMT-08:00,United States,45.52305603,-122.9886093,Pacific Standard Time
"Hope BC",GMT-08:00,Canada,49.3805542,-121.4444427,Pacific Standard Time
"Irvine CA",GMT-08:00,United States,33.67139053,-117.7913895,Pacific Standard Time
"Kamloops BC",GMT-08:00,Canada,50.67666626,-120.3388901,Pacific Standard Time
"Kelowna BC",GMT-08:00,Canada,49.88360977,-119.4936142,Pacific Standard Time
"La Jolla CA",GMT-08:00,United States,32.84749985,-117.2747192,Pacific Standard Time
"Las Vegas NV",GMT-08:00,United States,36.23305511,-115.246666,Pacific Standard Time
"Long Beach CA",GMT-08:00,United States,33.78972244,-118.151947,Pacific Standard Time
"Los Angeles CA",GMT-08:00,United States,34.05222321,-118.2433319,Pacific Standard Time
"Menlo Park CA",GMT-08:00,United States,37.45388794,-122.1811142,Pacific Standard Time
Mexicali,GMT-08:00,Mexico,32.65000153,-115.4666672,Pacific Standard Time
"Mill Valley CA",GMT-08:00,United States,37.90611267,-122.5449982,Pacific Standard Time
"Mission BC",GMT-08:00,Canada,49.1333313,-122.3000031,Pacific Standard Time
"Molalla OR",GMT-08:00,United States,45.14749908,-122.5772247,Pacific Standard Time
"Monterey CA",GMT-08:00,United States,36.60027695,-121.894722,Pacific Standard Time
"Mount Shasta City CA",GMT-08:00,United States,41.31000137,-122.3105545,Pacific Standard Time
"Mountain View CA",GMT-08:00,United States,37.38333511,-122.0833359,Pacific Standard Time
"Nanaimo BC",GMT-08:00,Canada,49.16444397,-123.9366684,Pacific Standard Time
"New Westminster BC",GMT-08:00,Canada,49.20360947,-122.9147186,Pacific Standard Time
"North Bend OR",GMT-08:00,United States,43.40638733,-124.2244415,Pacific Standard Time
"Olympia WA",GMT-08:00,United States,47.04499817,-122.9016647,Pacific Standard Time
"Palo Alto CA",GMT-08:00,United States,37.45000076,-122.1500015,Pacific Standard Time
"Port Angeles WA",GMT-08:00,United States,48.11583328,-123.4608307,Pacific Standard Time
"Portland OR",GMT-08:00,United States,45.5233345,-122.6699982,Pacific Standard Time
"Prince George BC",GMT-08:00,Canada,53.91722107,-122.7497253,Pacific Standard Time
"Redmond WA",GMT-08:00,United States,47.66666794,-122.1166687,Pacific Standard Time
"Reno NV",GMT-08:00,United States,39.53027725,-119.8144455,Pacific Standard Time
"Revelstoke BC",GMT-08:00,Canada,50.99694443,-118.1977768,Pacific Standard Time
"Sacramento CA",GMT-08:00,United States,38.57361221,-121.4872208,Pacific Standard Time
"Salem OR",GMT-08:00,United States,44.93694305,-123.0272217,Pacific Standard Time
"San Bruno CA",GMT-08:00,United States,37.62749863,-122.4313889,Pacific Standard Time
"San Diego CA",GMT-08:00,United States,32.71888733,-117.163887,Pacific Standard Time
"San Francisco CA",GMT-08:00,United States,37.78305435,-122.4333344,Pacific Standard Time
"San Jose CA",GMT-08:00,United States,37.33333206,-121.9000015,Pacific Standard Time
"San Luis Obispo CA",GMT-08:00,United States,35.28277588,-120.6586075,Pacific Standard Time
"San Mateo CA",GMT-08:00,United States,37.56666565,-122.3333359,Pacific Standard Time
"Santa Clara CA",GMT-08:00,United States,37.34999847,-121.9499969,Pacific Standard Time
"Seattle WA",GMT-08:00,United States,47.62083435,-122.3475037,Pacific Standard Time
"Spokane WA",GMT-08:00,United States,47.65361023,-117.4113922,Pacific Standard Time
"Sunnyvale CA",GMT-08:00,United States,37.36888885,-122.0352783,Pacific Standard Time
"Tacoma WA",GMT-08:00,United States,47.25305557,-122.4430542,Pacific Standard Time
Tijuana,GMT-08:00,Mexico,32.53329468,-117.0167007,Pacific Standard Time
"Vancouver BC",GMT-08:00,Canada,49.26361084,-123.1386108,Pacific Standard Time
"Victoria BC",GMT-08:00,Canada,48.42750168,-123.3672256,Pacific Standard Time
"Whistler BC",GMT-08:00,Canada,50.11666489,-122.9666672,Pacific Standard Time
"White Rock BC",GMT-08:00,Canada,49.02388763,-122.8011093,Pacific Standard Time
"Whitehorse YT",GMT-08:00,Canada,60.71972275,-135.0519409,Pacific Standard Time
"Anchorage AK",GMT-09:00,United States,61.21666718,-149.8997192,Alaskan Standard Time
"Fairbanks AK",GMT-09:00,United States,64.81639099,-146.25,Alaskan Standard Time
"Nome AK",GMT-09:00,United States,64.53305817,-164.6000061,Alaskan Standard Time
Taiohae,GMT-09:30,French Polynesia,-8.906666756,-140.1036072,Marquesas Islands Standard Time
"Adak AK",GMT-10:00,United States,51.86639023,-176.6497192,Hawaii-Aleutian Standard Time
Avarua,GMT-10:00,Cook Islands,-21.20000076,-159.7666626,Hawaiian Standard Time
"Hilo HI",GMT-10:00,United States,19.69333267,-155.0905609,Hawaiian Standard Time
"Honokaa HI",GMT-10:00,United States,20.07749939,-155.4641724,Hawaiian Standard Time
"Honolulu HI",GMT-10:00,United States,21.31666756,-157.8666687,Hawaiian Standard Time
"Kamuela HI",GMT-10:00,United States,20.0205555,-155.6688843,Hawaiian Standard Time
"Koloa HI",GMT-10:00,United States,21.9066658,-159.469162,Hawaiian Standard Time
"Laupahoehoe HI",GMT-10:00,United States,19.98472214,-155.2361145,Hawaiian Standard Time
Papeete,GMT-10:00,French Polynesia,-17.53333282,-149.5666656,Hawaiian Standard Time
"Waikoloa HI",GMT-10:00,United States,19.93722153,-155.7911072,Hawaiian Standard Time
"Wailua HI",GMT-10:00,United States,22.0522213,-159.3377838,Hawaiian Standard Time
"Waimea HI",GMT-10:00,United States,21.95861053,-159.6708374,Hawaiian Standard Time
Alofi,GMT-11:00,Niue,-19.04999924,-169.9166718,Midway Island Standard Time
Apia,GMT-13:00,Samoa,-13.8330555,-171.75,Samoa Standard Time
Aberdeen,GMT,United Kingdom,57.15000153,-2.099999905,GMT Standard Time
Arklow,GMT,Ireland,52.79999924,-6.150000095,GMT Standard Time
Aveiro,GMT,Portugal,40.63333511,-8.649999619,GMT Standard Time
Aylesbury,GMT,United Kingdom,51.81583405,-0.816666663,GMT Standard Time
Beja,GMT,Portugal,38.01666641,-7.866666794,GMT Standard Time
Belfast,GMT,United Kingdom,54.58333206,-5.916666508,GMT Standard Time
Birmingham,GMT,United Kingdom,52.5,-1.866666675,GMT Standard Time
Blantyre-Hamilton,GMT,United Kingdom,55.78333282,-4.116666794,GMT Standard Time
Braganca,GMT,Portugal,41.80722046,-6.758888721,GMT Standard Time
Bristol,GMT,United Kingdom,51.48333359,-2.533333302,GMT Standard Time
Cardiff,GMT,United Kingdom,51.47805405,-3.177222252,GMT Standard Time
Castelo Branco,GMT,Portugal,39.81666565,-7.483333111,GMT Standard Time
Castlebar,GMT,Ireland,53.86666489,-9.300000191,GMT Standard Time
Cork,GMT,Ireland,51.90000153,-8.483333588,GMT Standard Time
Doolin,GMT,Ireland,53.01610947,-9.37749958,GMT Standard Time
Dover,GMT,United Kingdom,51.13333511,1.283333302,GMT Standard Time
Drogheda,GMT,Ireland,53.71666718,-6.349999905,GMT Standard Time
Dublin,GMT,Ireland,53.33309937,-6.248901367,GMT Standard Time
Dundee,GMT,United Kingdom,56.46666718,-3,GMT Standard Time
Edinburgh,GMT,United Kingdom,55.94999695,-3.199996948,GMT Standard Time
Falmouth,GMT,United Kingdom,50.15000153,-5.066666603,GMT Standard Time
Faro,GMT,Portugal,37.01666641,-7.933333397,GMT Standard Time
Galway,GMT,Ireland,53.26666641,-9.066666603,GMT Standard Time
Glasgow,GMT,United Kingdom,55.86666489,-4.266666889,GMT Standard Time
Gloucester,GMT,United Kingdom,51.88333511,-2.25,GMT Standard Time
Keel,GMT,Ireland,53.97583389,-10.08388901,GMT Standard Time
Killarney,GMT,Ireland,52.06666565,-9.516666412,GMT Standard Time
Leeds,GMT,United Kingdom,53.81666565,-1.5,GMT Standard Time
Leicester,GMT,United Kingdom,52.63333511,-1.133333325,GMT Standard Time
Leixlip,GMT,Ireland,53.36694336,-6.488888741,GMT Standard Time
Limerick,GMT,Ireland,52.66666794,-8.633333206,GMT Standard Time
Lisbon,GMT,Portugal,38.71666718,-9.133333206,GMT Standard Time
Liverpool,GMT,United Kingdom,53.41666794,-2.966666698,GMT Standard Time
London,GMT,United Kingdom,51.46666718,0.300000012,GMT Standard Time
Manchester,GMT,United Kingdom,53.48333359,-2.266666651,GMT Standard Time
New Ross,GMT,Ireland,52.40000153,-6.949999809,GMT Standard Time
Newcastle upon Tyne,GMT,United Kingdom,54.97583389,-1.610277772,GMT Standard Time
Newport,GMT,United Kingdom,51.59999847,-2.983333349,GMT Standard Time
Norwich,GMT,United Kingdom,52.65000153,1.283333302,GMT Standard Time
Plymouth,GMT,United Kingdom,50.40000153,-4.166666508,GMT Standard Time
Poole,GMT,United Kingdom,50.71500015,-1.987222195,GMT Standard Time
Porto,GMT,Portugal,41.16666794,-8.583333015,GMT Standard Time
Portsmouth,GMT,United Kingdom,50.81666565,-1.083333373,GMT Standard Time
Reading,GMT,United Kingdom,51.45500183,-0.969166696,GMT Standard Time
Santa Cruz de Tenerife,GMT,Spain,28.46666718,-16.25,GMT Standard Time
Shannon,GMT,Ireland,52.70000076,-8.916666985,GMT Standard Time
Sheffield,GMT,United Kingdom,53.38305664,-1.464722276,GMT Standard Time
Sines,GMT,Portugal,37.95000076,-8.866666794,GMT Standard Time
Sligo,GMT,Ireland,54.28333282,-8.466666222,GMT Standard Time
Swansea,GMT,United Kingdom,51.63333511,-3.950000048,GMT Standard Time
Swindon,GMT,United Kingdom,51.56138992,-1.765833378,GMT Standard Time
Torshavn,GMT,Faroe Islands,62.01666641,-6.766666889,GMT Standard Time
Viana do Castello,GMT,Portugal,41.70000076,-8.816666603,GMT Standard Time
Vila Real,GMT,Portugal,41.29999924,-7.733333111,GMT Standard Time
Waterford,GMT,Ireland,52.25,-7.133333206,GMT Standard Time
Abidjan,GMT,Cote d'Ivoire,5.336389065,-4.027777672,Greenwich Standard Time
Accra,GMT,Ghana,5.55583334,-0.196388885,Greenwich Standard Time
Bamako,GMT,Mali,12.64999962,-8,Greenwich Standard Time
Banjul,GMT,Gambia,13.44999981,-16.58333397,Greenwich Standard Time
Bissau,GMT,Guinea-Bissau,11.86666679,-15.60000038,Greenwich Standard Time
Conakry,GMT,Guinea,9.533333778,-13.6833334,Greenwich Standard Time
Dakar,GMT,Senegal,14.6833334,-17.45000076,Greenwich Standard Time
Freetown,GMT,Sierra Leone,8.483333588,-13.23333359,Greenwich Standard Time
Grand-Bassam,GMT,Cote d'Ivoire,5.199999809,-3.733333349,Greenwich Standard Time
Jamestown,GMT,Saint Helena,-15.91666698,-5.699999809,Greenwich Standard Time
Lome,GMT,Togo,6.166666508,1.350000024,Greenwich Standard Time
Mbour,GMT,Senegal,14.41666698,-16.96666718,Greenwich Standard Time
Monrovia,GMT,Liberia,6.300000191,-10.78333378,Greenwich Standard Time
Nouakchott,GMT,Mauritania,18.08333397,-15.98333359,Greenwich Standard Time
Ouagadougou,GMT,Burkina Faso,12.36666679,-1.533333302,Greenwich Standard Time
Reykjavik,GMT,Iceland,64.15000153,-20.03333282,Greenwich Standard Time
Sao Tome,GMT,Sao Tome and Principe,0.333333343,6.733333111,Greenwich Standard Time
Thies,GMT,Senegal,14.80000019,-16.91666603,Greenwich Standard Time
Yamoussoukro,GMT,Cote d'Ivoire,6.816666603,-5.283333302,Greenwich Standard Time
Casablanca,GMT,Morocco,33.59972382,-7.616666794,Morocco Standard Time
Dakhla,GMT,Morocco,23.69750023,-15.93694401,Morocco Standard Time
Marrakech,GMT,Morocco,31.63333321,-8,Morocco Standard Time
Rabat,GMT,Morocco,34.03305435,-5.150000095,Morocco Standard Time
Amersfoort,GMT+01:00,Netherlands,52.15611267,5.387777805,W. Europe Standard Time
Amsterdam,GMT+01:00,Netherlands,52.36666489,4.883333206,W. Europe Standard Time
Ancona,GMT+01:00,Italy,43.61583328,13.51888847,W. Europe Standard Time
Baden-Baden,GMT+01:00,Germany,48.75,8.233333588,W. Europe Standard Time
Barcelona,GMT+01:00,Spain,41.40000153,2.166666746,W. Europe Standard Time
Bari,GMT+01:00,Italy,41.12611008,16.86916733,W. Europe Standard Time
Benevento,GMT+01:00,Italy,41.1305542,14.78111076,W. Europe Standard Time
Bergen,GMT+01:00,Norway,60.34999847,5.349999905,W. Europe Standard Time
Berlin,GMT+01:00,Germany,52.51666641,13.39999962,W. Europe Standard Time
Bern,GMT+01:00,Switzerland,46.91666794,7.466666698,W. Europe Standard Time
Bologna,GMT+01:00,Italy,44.4944458,11.34916687,W. Europe Standard Time
Bonn,GMT+01:00,Germany,50.73333359,7.083333492,W. Europe Standard Time
Bremen,GMT+01:00,Germany,53.08333206,8.850000381,W. Europe Standard Time
Brindisi,GMT+01:00,Italy,40.63611221,17.93888855,W. Europe Standard Time
Catania,GMT+01:00,Italy,37.50305557,15.08805561,W. Europe Standard Time
Cologne,GMT+01:00,Germany,50.94916534,6.959722042,W. Europe Standard Time
Donauworth,GMT+01:00,Germany,48.71944427,10.77666664,W. Europe Standard Time
Dresden,GMT+01:00,Germany,51.04999924,13.69999981,W. Europe Standard Time
Duesseldorf,GMT+01:00,Germany,51.23333359,6.783333302,W. Europe Standard Time
Durres,GMT+01:00,Albania,41.32722092,19.45416641,W. Europe Standard Time
Eindhoven,GMT+01:00,Netherlands,51.43999863,5.477499962,W. Europe Standard Time
Essen,GMT+01:00,Germany,51.46666718,7,W. Europe Standard Time
Florence,GMT+01:00,Italy,43.76861191,11.25694466,W. Europe Standard Time
Floro,GMT+01:00,Norway,61.59972382,5.034722328,W. Europe Standard Time
Fragneto Monforte,GMT+01:00,Italy,41.24666595,14.76333332,W. Europe Standard Time
Frankfurt,GMT+01:00,Germany,50.03333282,8.566666603,W. Europe Standard Time
Gavle,GMT+01:00,Sweden,60.68333435,17.18333244,W. Europe Standard Time
Geneva,GMT+01:00,Switzerland,46.23333359,6.066666603,W. Europe Standard Time
Genoa,GMT+01:00,Italy,44.41055679,8.935277939,W. Europe Standard Time
Gothenburg,GMT+01:00,Sweden,57.68333435,11.96666622,W. Europe Standard Time
Gratkorn,GMT+01:00,Austria,47.13499832,15.34027767,W. Europe Standard Time
Graz,GMT+01:00,Austria,47.07055664,15.43805599,W. Europe Standard Time
Hamburg,GMT+01:00,Germany,53.54999924,10,W. Europe Standard Time
Hammerfest,GMT+01:00,Norway,70.68333435,23.70000076,W. Europe Standard Time
Hannover,GMT+01:00,Germany,52.38333511,9.733333588,W. Europe Standard Time
Harstad,GMT+01:00,Norway,68.80000305,16.56666756,W. Europe Standard Time
Heerlen,GMT+01:00,Netherlands,50.88305664,5.98083353,W. Europe Standard Time
Helsingborg,GMT+01:00,Sweden,56.04999924,12.69999981,W. Europe Standard Time
Kalmar,GMT+01:00,Sweden,56.66666794,16.36666679,W. Europe Standard Time
Karlstad,GMT+01:00,Sweden,59.38333511,13.51666641,W. Europe Standard Time
Kiel,GMT+01:00,Germany,54.33333206,10.11666679,W. Europe Standard Time
Kiruna,GMT+01:00,Sweden,67.84999847,20.26666641,W. Europe Standard Time
Kristiansand,GMT+01:00,Norway,58.15000153,8,W. Europe Standard Time
Kristianstad,GMT+01:00,Sweden,56.03333282,14.16666698,W. Europe Standard Time
Leipzig,GMT+01:00,Germany,51.34999847,12.39999962,W. Europe Standard Time
Linkoping,GMT+01:00,Sweden,58.41583252,15.62555599,W. Europe Standard Time
Longyearbyen,GMT+01:00,Svalbard,78.21666718,15.64999962,W. Europe Standard Time
Lugano,GMT+01:00,Switzerland,46.00333405,8.953332901,W. Europe Standard Time
Lulea,GMT+01:00,Sweden,65.58333588,22.21666718,W. Europe Standard Time
Lund,GMT+01:00,Sweden,55.70277786,13.19277763,W. Europe Standard Time
Magdeburg,GMT+01:00,Germany,52.13333511,11.61666679,W. Europe Standard Time
Mainz,GMT+01:00,Germany,49.99499893,8.267499924,W. Europe Standard Time
Malmo,GMT+01:00,Sweden,55.60333252,13.00138855,W. Europe Standard Time
Mannheim,GMT+01:00,Germany,49.48472214,8.476666451,W. Europe Standard Time
Mdina,GMT+01:00,Malta,35.88583374,14.40166664,W. Europe Standard Time
Milan,GMT+01:00,Italy,45.46666718,9.183333397,W. Europe Standard Time
Mo,GMT+01:00,Norway,66.33333588,14.1833334,W. Europe Standard Time
Munich,GMT+01:00,Germany,48.13333511,11.58333302,W. Europe Standard Time
Naples,GMT+01:00,Italy,40.84000015,14.25277805,W. Europe Standard Time
Narvik,GMT+01:00,Norway,68.44999695,17.43333244,W. Europe Standard Time
Nurnberg,GMT+01:00,Germany,49.45000076,11.0666666,W. Europe Standard Time
Oslo,GMT+01:00,Norway,59.93333435,10.6833334,W. Europe Standard Time
Pisa,GMT+01:00,Italy,43.71611023,10.39666653,W. Europe Standard Time
Puttgarden,GMT+01:00,Germany,54.49611282,11.21249962,W. Europe Standard Time
Ramstein,GMT+01:00,Germany,49.45000076,7.550000191,W. Europe Standard Time
Rodby,GMT+01:00,Denmark,54.69583511,11.38611126,W. Europe Standard Time
Rome,GMT+01:00,Italy,41.89999008,12.48333359,W. Europe Standard Time
Rostock,GMT+01:00,Germany,54.09999847,12.08333302,W. Europe Standard Time
Rotterdam,GMT+01:00,Netherlands,51.91666794,4.483333111,W. Europe Standard Time
Salzburg,GMT+01:00,Austria,47.90000153,13.05000019,W. Europe Standard Time
San Marino,GMT+01:00,San Marino,43.95000076,12.44999981,W. Europe Standard Time
Schaffhausen,GMT+01:00,Switzerland,47.70000076,8.633333206,W. Europe Standard Time
Schluechtern,GMT+01:00,Germany,50.34944534,9.525555611,W. Europe Standard Time
Sittard,GMT+01:00,Netherlands,51,5.866666794,W. Europe Standard Time
Sneek,GMT+01:00,Netherlands,53.03388977,5.661110878,W. Europe Standard Time
Spijkenisse,GMT+01:00,Netherlands,51.83333206,4.333333015,W. Europe Standard Time
Stavanger,GMT+01:00,Norway,58.96666718,5.733333111,W. Europe Standard Time
Steinkjer,GMT+01:00,Norway,64.01667023,11.5,W. Europe Standard Time
Stenungsund,GMT+01:00,Sweden,58.06666565,11.83333302,W. Europe Standard Time
Stockholm,GMT+01:00,Sweden,59.33300018,18.04999924,W. Europe Standard Time
Stuttgart,GMT+01:00,Germany,48.78333282,9.183333397,W. Europe Standard Time
Sundsvall,GMT+01:00,Sweden,62.40000153,17.33333397,W. Europe Standard Time
The Hague,GMT+01:00,Netherlands,52.1333313,4.5,W. Europe Standard Time
Tirana,GMT+01:00,Albania,41.33333206,19.79999924,W. Europe Standard Time
Trelleborg,GMT+01:00,Sweden,55.36666489,13.16666698,W. Europe Standard Time
Trier,GMT+01:00,Germany,49.75361252,6.646111012,W. Europe Standard Time
Trieste,GMT+01:00,Italy,45.65638733,13.77861118,W. Europe Standard Time
Tromso,GMT+01:00,Norway,69.66139221,18.95027733,W. Europe Standard Time
Trondheim,GMT+01:00,Norway,63.41666794,10.41666698,W. Europe Standard Time
Turin,GMT+01:00,Italy,45.06666565,7.666666508,W. Europe Standard Time
Uppsala,GMT+01:00,Sweden,59.84999847,17.64999962,W. Europe Standard Time
Utrecht,GMT+01:00,Netherlands,52.0913887,5.122777939,W. Europe Standard Time
Vaduz,GMT+01:00,Liechtenstein,47.15000153,9.533333778,W. Europe Standard Time
Valletta,GMT+01:00,Malta,35.90000153,14.51666641,W. Europe Standard Time
Vardo,GMT+01:00,Norway,70.3833313,31.08333397,W. Europe Standard Time
Vatican City,GMT+01:00,Holy See (Vatican City),41.90000153,12.44999981,W. Europe Standard Time
Venice,GMT+01:00,Italy,45.43333435,12.33333302,W. Europe Standard Time
Verona,GMT+01:00,Italy,45.43333435,10.98333359,W. Europe Standard Time
Vevey,GMT+01:00,Switzerland,46.46389008,6.840277672,W. Europe Standard Time
Victoria,GMT+01:00,Malta,36.04555511,14.24361134,W. Europe Standard Time
Vienna,GMT+01:00,Austria,48.21666718,16.33333397,W. Europe Standard Time
Visby,GMT+01:00,Sweden,57.64083481,18.29611206,W. Europe Standard Time
Zaandam,GMT+01:00,Netherlands,52.43861008,4.825555325,W. Europe Standard Time
Zurich,GMT+01:00,Switzerland,47.36666489,8.550000191,W. Europe Standard Time
Belgrade,GMT+01:00,Serbia,44.81638718,20.46666718,Central Europe Standard Time
Bratislava,GMT+01:00,Slovakia,48.15000153,17.11666679,Central Europe Standard Time
Brno,GMT+01:00,Czech Republic,49.19388962,16.61333275,Central Europe Standard Time
Budapest,GMT+01:00,Hungary,47.5,19.08333397,Central Europe Standard Time
Gyor,GMT+01:00,Hungary,47.68416595,17.63500023,Central Europe Standard Time
Karlovy Vary,GMT+01:00,Czech Republic,50.23222351,12.87138844,Central Europe Standard Time
Kotor,GMT+01:00,Montenegro,42.41916656,18.76749992,Central Europe Standard Time
Ljubljana,GMT+01:00,Slovenia,46.04999924,14.5144043,Central Europe Standard Time
Piestany,GMT+01:00,Slovakia,48.59999847,17.81666756,Central Europe Standard Time
Pirot,GMT+01:00,Serbia,43.16638947,22.60138893,Central Europe Standard Time
Podgorica,GMT+01:00,Montenegro,42.44250107,19.26861191,Central Europe Standard Time
Prague,GMT+01:00,Czech Republic,50.08333206,14.4333334,Central Europe Standard Time
Prievidza,GMT+01:00,Slovakia,48.77083206,18.62083244,Central Europe Standard Time
Pristina,GMT+01:00,Kosovo,42.67416763,21.17888832,Central Europe Standard Time
Szombathely,GMT+01:00,Hungary,47.23555374,16.62138939,Central Europe Standard Time
Toalmas,GMT+01:00,Hungary,47.51250076,19.66777802,Central Europe Standard Time
Aalborg,GMT+01:00,Denmark,57.0288887,9.917778015,Romance Standard Time
Alicante,GMT+01:00,Spain,38.34999847,-0.483333319,Romance Standard Time
Almeria,GMT+01:00,Spain,36.84999847,-2.466666698,Romance Standard Time
Amiens,GMT+01:00,France,49.88333511,2.299999952,Romance Standard Time
Andorra la Vella,GMT+01:00,Andorra,42.5,1.516666651,Romance Standard Time
Antwerp,GMT+01:00,Belgium,51.22055435,4.399722099,Romance Standard Time
Badajoz,GMT+01:00,Spain,38.88333511,-6.966666698,Romance Standard Time
Beziers,GMT+01:00,France,43.34166718,3.217777729,Romance Standard Time
Bilbao,GMT+01:00,Spain,43.25694275,-2.923611164,Romance Standard Time
Blanes,GMT+01:00,Spain,41.67416763,2.791944504,Romance Standard Time
Bordeaux,GMT+01:00,France,44.83333206,-0.583333313,Romance Standard Time
Brest,GMT+01:00,France,48.40000153,-4.466666698,Romance Standard Time
Brussels,GMT+01:00,Belgium,50.83329773,4.333297729,Romance Standard Time
Burgos,GMT+01:00,Spain,42.34111023,-3.695833445,Romance Standard Time
Cannes,GMT+01:00,France,43.56666565,7.016666889,Romance Standard Time
Carcassonne,GMT+01:00,France,43.21250153,2.35611105,Romance Standard Time
Cartagena,GMT+01:00,Spain,37.61666489,-0.983333349,Romance Standard Time
Collioure,GMT+01:00,France,42.51666641,3.083333015,Romance Standard Time
Copenhagen,GMT+01:00,Denmark,55.66670227,12.58329773,Romance Standard Time
Dieppe,GMT+01:00,France,49.93333435,1.083333373,Romance Standard Time
Dunkerque,GMT+01:00,France,51.03333282,2.349999905,Romance Standard Time
Etterbeek,GMT+01:00,Belgium,50.83666611,4.386944294,Romance Standard Time
Ezcaray,GMT+01:00,Spain,42.32611084,-3.014444351,Romance Standard Time
Fontainebleau,GMT+01:00,France,48.4058342,2.701944351,Romance Standard Time
Gent,GMT+01:00,Belgium,51.04999924,3.733333349,Romance Standard Time
Gibraltar,GMT+01:00,Gibraltar,36.13333511,-5.349999905,Romance Standard Time
Girona,GMT+01:00,Spain,41.98166656,2.823611021,Romance Standard Time
Granada,GMT+01:00,Spain,37.16666794,-3.599999905,Romance Standard Time
Grasse,GMT+01:00,France,43.6586113,6.923611164,Romance Standard Time
Grenoble,GMT+01:00,France,45.18333435,5.716666698,Romance Standard Time
Halle,GMT+01:00,Belgium,50.73694611,4.237222195,Romance Standard Time
Helsingor,GMT+01:00,Denmark,56.0363884,12.6133337,Romance Standard Time
Horsens,GMT+01:00,Denmark,55.86055374,9.849721909,Romance Standard Time
Hostalric,GMT+01:00,Spain,41.74638748,2.635555506,Romance Standard Time
Huelva,GMT+01:00,Spain,37.25,-6.949999809,Romance Standard Time
